5.00000E+0,1.75084E-9
4.79592E+0,1.57192E-9
4.59184E+0,1.40471E-9
4.38776E+0,1.24221E-9
4.18367E+0,1.09565E-9
3.97959E+0,9.70001E-10
3.77551E+0,8.58240E-10
3.57143E+0,7.37149E-10
3.36735E+0,6.34232E-10
3.16327E+0,5.43359E-10
2.95918E+0,4.67212E-10
2.75510E+0,3.90353E-10
2.55102E+0,3.23934E-10
2.34694E+0,2.65386E-10
2.14286E+0,2.16915E-10
1.93878E+0,1.75610E-10
1.73469E+0,1.37156E-10
1.53061E+0,1.09044E-10
1.32653E+0,8.36611E-11
1.12245E+0,6.20585E-11
9.18367E-1,4.65443E-11
7.14286E-1,3.34258E-11
5.10204E-1,2.26991E-11
3.06122E-1,8.60071E-12
1.02041E-1,1.25194E-12
-1.02041E-1,-3.16548E-12
-3.06122E-1,-6.63328E-12
-5.10204E-1,-9.42612E-12
-7.14286E-1,-1.06127E-11
-9.18367E-1,-1.22778E-11
-1.12245E+0,-1.34196E-11
-1.32653E+0,-1.49462E-11
-1.53061E+0,-1.46122E-11
-1.73469E+0,-1.71945E-11
-1.93878E+0,-1.78876E-11
-2.14286E+0,-1.87178E-11
-2.34694E+0,-1.92308E-11
-2.55102E+0,-2.04761E-11
-2.75510E+0,-2.25959E-11
-2.95918E+0,-2.33727E-11
-3.16327E+0,-2.41833E-11
-3.36735E+0,-2.41826E-11
-3.57143E+0,-2.47726E-11
-3.77551E+0,-2.50621E-11
-3.97959E+0,-2.55027E-11
-4.18367E+0,-2.59011E-11
-4.38776E+0,-2.62194E-11
-4.59184E+0,-2.66857E-11
-4.79592E+0,-2.75125E-11
-5.00000E+0,-2.69754E-11
